uid,timestamp,ip_address,browser,os,device,login_result
45999,2025-05-20T07:53:18.522606,204.147.75.52,Edge 113.0.1774.57,Android 13,Mobile,True
70502,2025-05-15T05:44:56.254431,218.210.156.29,Safari 16.3,macOS 13,Desktop,True
83639,2025-05-05T22:33:37.653652,220.229.253.52,Edge 113.0.1774.57,Windows 11,Desktop,True
89259,2025-05-16T10:41:46.075035,196.200.243.135,Chrome 115.0.5790.98,Android 13,Mobile,True
44907,2025-05-19T23:50:32.813302,209.192.95.30,Chrome 115.0.5790.98,Windows 11,Desktop,True
57711,2025-05-25T23:15:26.860077,221.242.48.75,Safari 16.3,macOS 13,Desktop,True
63320,2025-05-14T13:03:55.756702,106.173.140.186,Chrome 113.0.0,Windows 11,Tablet,True
49788,2025-05-01T15:00:56.417554,214.101.84.200,Chrome 115.0.5790.98,Android 13,Mobile,True
73855,2025-05-25T21:52:28.357352,193.178.175.2,Safari 16.4,iOS 16,Mobile,True
17452,2025-05-25T00:08:28.838655,32.35.207.92,Chrome 113.0.0,Windows 11,Desktop,True
58703,2025-05-08T00:41:02.867758,197.41.157.152,Chrome 113.0.0,Android 13,Tablet,True
43432,2025-05-13T08:52:05.849268,201.226.8.183,Edge 113.0.1774.57,Windows 11,Desktop,True
73963,2025-05-02T10:45:49.339254,220.21.93.177,Firefox 112.0,Windows 11,Tablet,True
45931,2025-05-09T16:47:26.409656,68.190.40.213,Safari 16.3,iOS 16,Tablet,True
26563,2025-05-16T12:06:51.757416,173.18.108.181,Firefox 113.0.1,Windows 10,Desktop,True
37749,2025-04-30T04:51:49.536514,168.132.193.136,Firefox 112.0,Windows 11,Tablet,True
43115,2025-05-13T16:50:36.667605,192.83.144.248,Edge 113.0.1774.57,Android 13,Mobile,True
26576,2025-05-09T20:06:17.874200,213.3.46.226,Edge 113.0.1774.57,Windows 10,Desktop,True
59995,2025-05-08T19:18:22.412048,66.47.57.236,Firefox 112.0,Windows 10,Desktop,True
78608,2025-05-22T09:46:08.949017,192.100.9.168,Firefox 114.0,Android 13,Tablet,True
66741,2025-05-17T12:30:23.829776,176.233.207.25,Edge 113.0.1774.57,Windows 10,Desktop,True
66803,2025-05-14T03:18:05.545687,26.80.61.129,Edge 114.0.1823.67,Windows 10,Desktop,True
31534,2025-05-22T06:56:46.307014,181.199.253.237,Chrome 113.0.0,Android 13,Mobile,True
22949,2025-05-24T07:29:41.625274,29.124.164.3,Safari 15.6,iOS 16,Tablet,True
16979,2025-05-28T06:47:40.984854,167.3.96.41,Safari 16.4,iOS 16,Tablet,True
28764,2025-05-21T02:00:23.172012,220.47.123.26,Firefox 112.0,Android 13,Tablet,True
81594,2025-05-06T07:37:38.886835,24.163.216.90,Edge 113.0.1774.57,Android 13,Tablet,True
71633,2025-05-06T23:32:57.159039,169.27.173.89,Safari 16.3,iOS 16,Tablet,True
20947,2025-05-01T20:37:05.022446,198.88.142.35,Safari 15.6,iOS 16,Tablet,True
55996,2025-05-04T05:48:28.153487,200.20.179.92,Safari 16.3,iOS 16,Mobile,True
69977,2025-05-03T22:45:31.624684,68.94.65.40,Edge 114.0.1823.67,Ubuntu 22.04,Desktop,True
57577,2025-05-28T06:11:09.558360,201.158.132.155,Edge 113.0.1774.57,Android 13,Mobile,True
93302,2025-05-13T21:26:28.568752,214.221.158.197,Safari 16.3,iOS 16,Tablet,True
84759,2025-05-26T10:02:20.501055,201.96.102.240,Firefox 113.0.1,Windows 10,Desktop,True
5116,2025-05-24T11:36:52.005548,99.104.57.48,Safari 16.4,iOS 16,Mobile,True
15294,2025-05-06T01:20:18.552421,205.249.101.176,Safari 16.3,iOS 16,Tablet,True
96407,2025-04-29T07:36:25.412357,216.236.86.19,Edge 113.0.1774.57,Windows 11,Desktop,True
96987,2025-05-15T10:48:51.033241,203.61.54.177,Firefox 114.0,Windows 11,Desktop,True
50581,2025-05-18T12:59:13.937924,153.10.75.104,Chrome 115.0.5790.98,Android 13,Mobile,True
11615,2025-05-14T06:34:56.081713,181.222.174.59,Edge 113.0.1774.57,Windows 11,Desktop,True
36869,2025-05-09T08:37:53.673697,190.176.128.119,Edge 114.0.1823.67,Android 13,Mobile,True
29240,2025-05-18T16:32:46.515807,129.100.45.82,Chrome 114.0.5735.91,Windows 11,Desktop,True
97214,2025-04-30T01:49:04.199535,172.66.252.104,Firefox 113.0.1,Windows 11,Tablet,True
60115,2025-05-01T20:09:42.245064,205.253.105.82,Firefox 113.0.1,Android 13,Mobile,True
26239,2025-05-22T05:48:09.999811,125.105.189.213,Edge 114.0.1823.67,Android 13,Tablet,True
63567,2025-05-03T03:33:39.444715,220.114.33.230,Firefox 114.0,Windows 11,Desktop,True
12640,2025-05-15T20:35:26.253837,109.195.243.175,Safari 16.4,iOS 16,Tablet,True
75457,2025-05-12T11:59:23.854075,147.148.141.52,Safari 16.4,macOS 13,Desktop,True
49919,2025-05-03T10:46:10.937247,192.60.219.216,Safari 15.6,iOS 16,Mobile,True
75575,2025-05-03T19:24:00.025122,100.133.250.198,Chrome 115.0.5790.98,Windows 11,Tablet,True
77171,2025-05-03T10:47:22.958045,114.75.253.100,Edge 113.0.1774.57,Ubuntu 22.04,Desktop,True
33484,2025-05-26T13:26:26.522843,165.226.216.128,Edge 113.0.1774.57,Android 13,Mobile,True
17417,2025-05-22T00:05:22.378544,208.61.160.16,Chrome 113.0.0,Windows 10,Desktop,True
329,2025-05-12T10:32:53.845942,196.175.167.181,Chrome 113.0.0,Android 13,Tablet,True
90406,2025-05-08T12:44:12.436620,103.64.0.84,Firefox 112.0,Windows 11,Desktop,True
70607,2025-05-04T10:28:04.087799,111.166.157.133,Safari 15.6,iOS 16,Mobile,True
69525,2025-05-13T16:30:10.569742,207.223.194.86,Firefox 114.0,Android 13,Tablet,True
19544,2025-05-11T05:26:55.473893,138.136.109.208,Safari 15.6,iOS 16,Tablet,True
56320,2025-05-14T21:49:17.797516,217.21.224.86,Edge 113.0.1774.57,Android 13,Tablet,True
90097,2025-05-16T08:28:57.898492,133.194.50.144,Edge 114.0.1823.67,Windows 10,Desktop,True
71489,2025-05-22T23:37:18.126578,208.57.153.132,Firefox 112.0,Windows 11,Desktop,True
62717,2025-05-25T12:52:18.974187,114.151.126.176,Safari 16.3,iOS 16,Tablet,True
2888,2025-05-14T08:10:26.000692,11.244.251.56,Chrome 115.0.5790.98,Android 13,Mobile,True
12251,2025-05-03T05:49:06.570779,208.22.143.99,Firefox 112.0,Android 13,Mobile,True
78063,2025-05-13T14:55:06.056381,221.225.129.227,Firefox 113.0.1,Ubuntu 22.04,Desktop,True
72222,2025-05-26T16:18:18.735687,20.96.38.92,Chrome 114.0.5735.91,Android 13,Tablet,True
37091,2025-05-01T03:02:08.692077,140.221.168.89,Edge 114.0.1823.67,Windows 11,Tablet,True
96644,2025-05-28T09:58:35.741705,221.129.176.181,Edge 113.0.1774.57,Windows 11,Desktop,True
53000,2025-04-30T18:09:56.657647,212.107.240.15,Edge 113.0.1774.57,Android 13,Mobile,True
28243,2025-05-27T08:51:35.661732,132.95.81.60,Chrome 115.0.5790.98,Android 13,Mobile,True
61928,2025-04-30T22:18:14.969684,129.225.87.36,Firefox 112.0,Android 13,Mobile,False
5568,2025-05-03T06:50:14.873677,161.244.71.43,Edge 114.0.1823.67,Windows 10,Desktop,True
42692,2025-05-27T20:10:51.290912,197.127.71.137,Safari 16.3,iOS 16,Tablet,True
29088,2025-05-13T21:28:05.580719,209.107.203.81,Edge 114.0.1823.67,Android 13,Mobile,True
71766,2025-05-13T13:53:02.842065,179.243.134.74,Safari 16.3,iOS 16,Tablet,True
5300,2025-05-10T15:59:36.513168,202.32.251.210,Safari 15.6,iOS 16,Mobile,True
25311,2025-05-15T18:55:26.553203,86.88.248.109,Firefox 112.0,Ubuntu 22.04,Desktop,True
80993,2025-05-06T09:44:14.353736,198.20.229.94,Chrome 115.0.5790.98,Ubuntu 22.04,Desktop,True
30931,2025-05-26T11:48:07.916806,174.86.99.141,Safari 16.3,iOS 16,Mobile,True
66095,2025-04-29T19:27:03.750292,190.177.77.10,Chrome 114.0.5735.91,Windows 11,Desktop,True
74173,2025-05-05T14:41:25.528158,134.54.54.29,Safari 15.6,iOS 16,Tablet,True
52472,2025-05-21T16:20:35.026358,192.164.21.205,Edge 113.0.1774.57,Windows 11,Tablet,True
91235,2025-05-18T12:54:44.008077,187.31.12.38,Edge 114.0.1823.67,Android 13,Mobile,True
97582,2025-05-01T23:11:07.062999,206.205.235.107,Edge 114.0.1823.67,Android 13,Mobile,True
27467,2025-05-19T04:19:03.632170,215.110.6.103,Safari 15.6,iOS 16,Tablet,True
93293,2025-05-09T17:46:13.824940,220.245.46.86,Safari 15.6,iOS 16,Tablet,True
11894,2025-05-11T02:21:02.507189,36.255.37.53,Safari 16.3,macOS 13,Desktop,True
17826,2025-04-30T02:04:39.263680,198.82.165.157,Chrome 115.0.5790.98,Android 13,Tablet,True
69351,2025-04-29T13:28:21.706630,153.147.129.38,Safari 15.6,iOS 16,Mobile,True
68869,2025-05-11T06:16:48.712562,167.68.61.105,Edge 113.0.1774.57,Windows 10,Desktop,True
34943,2025-05-25T03:26:47.060022,144.211.238.187,Safari 15.6,macOS 13,Desktop,True
8617,2025-05-05T00:01:20.564822,114.37.179.237,Safari 16.3,iOS 16,Mobile,True
53259,2025-05-07T21:01:33.387031,199.80.232.188,Safari 16.3,macOS 13,Desktop,True
72474,2025-04-30T21:28:03.261774,124.110.156.152,Chrome 113.0.0,Windows 11,Desktop,True
86121,2025-05-08T08:13:25.556375,123.246.36.234,Firefox 112.0,Windows 11,Tablet,True
93564,2025-05-04T23:24:56.809582,129.111.185.132,Safari 15.6,iOS 16,Mobile,True
52868,2025-05-22T04:50:29.946471,145.254.33.26,Chrome 114.0.5735.91,Ubuntu 22.04,Desktop,True
50067,2025-05-17T07:31:52.622973,57.12.200.61,Edge 113.0.1774.57,Windows 11,Tablet,True
49401,2025-05-12T11:03:58.663404,58.34.81.168,Firefox 114.0,Android 13,Mobile,True
36988,2025-05-07T03:43:48.306216,73.134.47.110,Safari 15.6,iOS 16,Mobile,True
78696,2025-05-17T15:34:48.248407,221.132.81.117,Firefox 114.0,Android 13,Mobile,True
29618,2025-05-20T20:25:07.482982,131.37.174.124,Chrome 113.0.0,Windows 11,Tablet,True
17003,2025-05-02T15:08:13.051663,177.48.37.192,Chrome 114.0.5735.91,Windows 11,Desktop,True
93697,2025-04-28T18:51:53.085131,173.35.218.185,Safari 15.6,iOS 16,Tablet,True
78531,2025-04-28T16:14:11.713647,110.113.240.119,Safari 15.6,macOS 13,Desktop,True
53272,2025-04-30T05:14:58.003373,208.84.232.101,Firefox 112.0,Android 13,Tablet,True
21926,2025-05-10T01:06:11.222334,137.103.208.201,Chrome 114.0.5735.91,Ubuntu 22.04,Desktop,True
29857,2025-05-05T12:19:09.394263,147.196.145.121,Firefox 112.0,Android 13,Mobile,True
65640,2025-04-30T16:21:45.928001,76.146.94.168,Safari 15.6,iOS 16,Tablet,True
67140,2025-05-01T01:26:08.366019,195.198.127.1,Edge 114.0.1823.67,Android 13,Tablet,True
70385,2025-05-28T13:33:24.192826,47.104.60.167,Chrome 114.0.5735.91,Windows 11,Tablet,True
74897,2025-05-08T16:43:01.359693,168.116.205.240,Safari 16.4,iOS 16,Mobile,True
29451,2025-05-23T22:35:07.486917,206.51.87.249,Safari 15.6,iOS 16,Mobile,True
22122,2025-05-05T14:03:07.184570,145.94.60.214,Firefox 114.0,Windows 10,Desktop,True
89605,2025-05-19T19:10:55.407904,166.158.152.76,Chrome 115.0.5790.98,Windows 11,Tablet,True
82941,2025-05-26T11:06:00.241004,93.11.214.158,Safari 15.6,iOS 16,Mobile,True
16040,2025-04-29T03:04:44.163553,165.225.38.231,Safari 16.3,macOS 13,Desktop,True
31225,2025-05-15T04:49:35.707798,199.160.246.131,Firefox 112.0,Android 13,Mobile,True
92565,2025-05-03T03:06:41.505245,96.160.230.121,Safari 16.3,iOS 16,Mobile,True
38576,2025-05-19T00:01:03.530002,207.52.172.225,Chrome 114.0.5735.91,Windows 10,Desktop,True
43148,2025-05-27T00:12:59.841616,197.13.66.235,Safari 16.3,macOS 13,Desktop,True
13217,2025-05-02T23:45:11.400546,165.43.185.135,Firefox 113.0.1,Android 13,Mobile,True
13382,2025-05-01T12:09:22.140631,53.187.171.185,Firefox 112.0,Ubuntu 22.04,Desktop,True
18671,2025-05-01T06:07:27.384483,176.205.91.226,Firefox 113.0.1,Windows 11,Desktop,True
69597,2025-05-01T12:08:39.385318,109.251.251.38,Safari 15.6,iOS 16,Mobile,True
576,2025-05-22T18:12:18.518657,103.233.93.162,Edge 114.0.1823.67,Windows 11,Desktop,True
73725,2025-05-15T08:50:27.605228,85.54.108.123,Firefox 112.0,Android 13,Tablet,True
69507,2025-05-25T03:52:21.766111,59.99.105.70,Firefox 112.0,Windows 10,Desktop,True
5841,2025-05-08T22:11:02.342077,223.186.254.205,Safari 15.6,iOS 16,Mobile,True
44716,2025-05-08T13:44:08.578640,197.155.31.73,Safari 16.4,iOS 16,Mobile,True
52241,2025-05-24T09:45:20.946359,139.150.84.107,Safari 16.3,macOS 13,Desktop,True
13746,2025-05-23T20:11:13.431778,123.34.23.38,Chrome 113.0.0,Android 13,Mobile,True
23331,2025-05-09T17:52:33.384386,222.42.61.221,Edge 113.0.1774.57,Windows 10,Desktop,True
85705,2025-05-25T12:46:38.437841,105.166.112.66,Firefox 114.0,Windows 11,Desktop,True
23741,2025-05-22T12:42:06.715401,104.189.99.61,Safari 16.4,iOS 16,Mobile,True
49002,2025-05-02T10:16:56.299785,200.107.100.207,Firefox 112.0,Windows 11,Tablet,True
15999,2025-05-22T05:41:38.197176,18.182.127.219,Firefox 113.0.1,Android 13,Tablet,True
23335,2025-05-26T18:08:16.182907,177.156.34.32,Chrome 113.0.0,Android 13,Mobile,True
41247,2025-05-18T13:05:52.918265,201.198.64.38,Safari 16.3,iOS 16,Tablet,True
21160,2025-05-09T08:31:17.911350,126.74.165.195,Edge 113.0.1774.57,Android 13,Mobile,True
15094,2025-05-16T05:09:43.431057,42.157.15.25,Firefox 112.0,Windows 10,Desktop,True
84170,2025-05-05T13:54:39.955503,178.30.151.128,Chrome 113.0.0,Ubuntu 22.04,Desktop,True
87207,2025-05-03T09:31:14.451968,178.97.176.253,Firefox 113.0.1,Ubuntu 22.04,Desktop,True
46485,2025-05-26T00:01:56.812184,218.225.23.46,Firefox 114.0,Windows 11,Tablet,True
93387,2025-05-15T11:07:55.278795,51.224.196.211,Safari 16.4,iOS 16,Mobile,True
76788,2025-05-15T20:32:03.687350,187.209.69.172,Edge 114.0.1823.67,Ubuntu 22.04,Desktop,True
17307,2025-04-28T21:45:19.090680,130.105.235.185,Safari 15.6,iOS 16,Mobile,True
14911,2025-05-23T04:49:36.778872,141.97.249.235,Firefox 113.0.1,Windows 11,Desktop,True
17386,2025-05-08T02:39:17.034908,219.62.59.37,Safari 15.6,macOS 13,Desktop,True
54023,2025-05-15T20:43:13.813821,52.246.132.81,Chrome 113.0.0,Ubuntu 22.04,Desktop,True
79212,2025-05-06T02:30:56.751838,19.39.17.209,Edge 113.0.1774.57,Android 13,Mobile,True
79980,2025-05-01T17:19:10.066812,163.218.97.188,Edge 114.0.1823.67,Windows 11,Tablet,True
81297,2025-04-29T23:33:52.114829,166.179.22.216,Safari 16.3,iOS 16,Mobile,True
15732,2025-05-27T04:32:46.608102,159.171.38.79,Edge 113.0.1774.57,Windows 11,Desktop,True
6662,2025-05-20T03:23:09.388294,154.34.31.52,Safari 16.3,iOS 16,Tablet,True
45356,2025-05-12T01:19:46.476206,67.150.69.211,Edge 113.0.1774.57,Windows 10,Desktop,True
89625,2025-05-13T10:25:30.027754,169.174.55.66,Firefox 113.0.1,Android 13,Mobile,True
27076,2025-05-12T18:28:00.595250,194.204.218.190,Firefox 112.0,Windows 11,Desktop,True
18663,2025-05-16T18:51:19.128879,122.195.58.173,Edge 113.0.1774.57,Ubuntu 22.04,Desktop,True
93101,2025-04-29T08:03:49.651940,126.68.150.121,Firefox 112.0,Android 13,Tablet,True
89615,2025-05-03T01:26:16.852939,96.91.49.45,Safari 15.6,iOS 16,Tablet,True
62965,2025-05-14T03:33:33.535476,209.106.14.33,Firefox 113.0.1,Windows 11,Tablet,True
55168,2025-05-07T15:11:55.090347,149.32.18.19,Firefox 112.0,Android 13,Mobile,True
48313,2025-05-26T00:26:05.179300,206.190.164.155,Safari 15.6,iOS 16,Mobile,True
28034,2025-05-07T07:24:30.259316,209.106.250.237,Chrome 113.0.0,Android 13,Tablet,True
69639,2025-05-07T14:46:12.777116,129.149.89.144,Safari 15.6,iOS 16,Mobile,True
49317,2025-05-14T04:38:59.409011,73.91.218.135,Chrome 115.0.5790.98,Ubuntu 22.04,Desktop,True
32253,2025-05-10T18:23:43.250949,213.237.71.224,Edge 113.0.1774.57,Ubuntu 22.04,Desktop,True
43088,2025-05-13T22:04:20.140867,103.86.110.63,Chrome 113.0.0,Windows 11,Tablet,True
65384,2025-04-30T06:14:53.693681,19.81.146.27,Chrome 113.0.0,Android 13,Mobile,True
16199,2025-05-04T07:47:25.655131,140.19.28.185,Edge 113.0.1774.57,Windows 11,Tablet,True
41718,2025-05-11T05:04:52.336483,203.169.1.4,Safari 16.3,iOS 16,Mobile,True
24895,2025-05-21T06:54:14.885380,137.245.47.114,Firefox 114.0,Android 13,Mobile,True
90913,2025-05-11T03:53:19.576293,219.125.0.152,Safari 16.4,iOS 16,Mobile,True
86459,2025-05-07T10:19:41.059608,108.207.117.64,Safari 16.3,iOS 16,Mobile,True
2264,2025-05-22T02:58:02.954200,140.45.253.211,Firefox 113.0.1,Windows 11,Desktop,True
72390,2025-05-19T17:43:22.418144,222.149.108.146,Firefox 113.0.1,Android 13,Mobile,True
46464,2025-05-07T20:49:24.939184,81.171.165.60,Safari 16.4,iOS 16,Mobile,True
19789,2025-05-08T19:06:57.943633,25.37.122.24,Firefox 114.0,Windows 10,Desktop,True
66672,2025-05-24T06:36:09.485948,213.125.37.75,Edge 113.0.1774.57,Windows 11,Tablet,True
48734,2025-05-15T11:45:17.239482,170.96.149.128,Firefox 114.0,Android 13,Mobile,True
43124,2025-05-12T21:09:26.250406,197.238.85.199,Firefox 114.0,Windows 11,Tablet,True
58836,2025-04-30T15:38:54.038430,143.237.88.251,Firefox 113.0.1,Android 13,Mobile,True
26075,2025-05-22T05:00:01.805027,164.177.123.239,Chrome 113.0.0,Android 13,Tablet,True
54087,2025-05-24T13:16:55.075710,32.27.221.211,Edge 114.0.1823.67,Windows 11,Tablet,True
95833,2025-05-18T04:21:24.914235,124.31.86.142,Safari 15.6,macOS 13,Desktop,True
23046,2025-05-27T15:18:52.304529,202.164.141.208,Chrome 115.0.5790.98,Ubuntu 22.04,Desktop,True
64228,2025-05-24T13:58:37.007387,204.255.194.155,Chrome 113.0.0,Android 13,Mobile,True
57486,2025-05-14T16:52:36.406632,111.231.7.66,Safari 16.3,iOS 16,Mobile,True
4080,2025-05-19T06:54:15.725724,114.232.230.100,Edge 114.0.1823.67,Windows 11,Tablet,True
91144,2025-05-08T21:23:20.500272,165.184.125.50,Firefox 113.0.1,Android 13,Tablet,True
20883,2025-05-09T01:48:19.177288,211.105.7.69,Edge 113.0.1774.57,Windows 10,Desktop,True
79802,2025-05-20T01:12:44.818013,34.85.217.242,Firefox 112.0,Android 13,Mobile,True
84261,2025-05-11T04:16:57.219394,126.126.31.217,Chrome 114.0.5735.91,Windows 10,Desktop,True
93842,2025-05-14T08:49:46.259833,205.93.67.62,Edge 113.0.1774.57,Windows 10,Desktop,True
91096,2025-05-25T05:06:19.850509,129.116.187.157,Safari 16.4,iOS 16,Mobile,True
14661,2025-05-08T23:57:28.008963,201.12.167.171,Chrome 113.0.0,Android 13,Mobile,True
16175,2025-05-06T17:09:50.941063,169.66.222.95,Edge 113.0.1774.57,Android 13,Mobile,True
95918,2025-05-04T06:11:59.624278,180.18.114.130,Chrome 115.0.5790.98,Windows 10,Desktop,True
90297,2025-05-06T04:16:01.939900,17.60.111.33,Edge 114.0.1823.67,Windows 11,Desktop,True
86582,2025-05-26T19:47:02.525521,128.31.105.40,Edge 114.0.1823.67,Windows 10,Desktop,True
89564,2025-05-27T06:59:54.287580,157.140.169.103,Edge 113.0.1774.57,Android 13,Mobile,True
82837,2025-05-23T12:36:59.037914,221.144.104.210,Safari 15.6,macOS 13,Desktop,True
71048,2025-05-27T04:01:31.556406,179.220.136.175,Chrome 114.0.5735.91,Android 13,Tablet,True
34994,2025-05-18T21:13:23.753015,141.189.170.208,Edge 114.0.1823.67,Ubuntu 22.04,Desktop,True
77072,2025-05-28T04:27:14.304548,190.202.133.58,Edge 113.0.1774.57,Windows 10,Desktop,True
61634,2025-04-30T02:07:48.242943,221.211.232.193,Safari 16.4,iOS 16,Mobile,True
29741,2025-05-01T21:13:42.112955,184.162.250.110,Safari 15.6,iOS 16,Mobile,True
70016,2025-05-17T04:11:49.395779,118.240.105.41,Edge 114.0.1823.67,Android 13,Mobile,True
53215,2025-05-27T01:08:53.630776,195.161.109.104,Safari 16.3,macOS 13,Desktop,True
23322,2025-05-09T11:20:18.480589,113.138.1.89,Chrome 113.0.0,Windows 10,Desktop,True
22988,2025-05-08T09:53:44.139121,197.179.202.130,Safari 15.6,macOS 13,Desktop,True
93811,2025-05-14T15:50:54.292671,65.82.217.220,Firefox 113.0.1,Android 13,Mobile,True
41378,2025-05-08T12:36:29.262210,173.29.213.173,Chrome 114.0.5735.91,Android 13,Tablet,True
37190,2025-05-14T05:11:40.912600,132.18.103.71,Chrome 115.0.5790.98,Windows 11,Tablet,True
56722,2025-05-28T07:45:35.447775,56.158.32.127,Edge 114.0.1823.67,Android 13,Tablet,True
78679,2025-04-30T04:40:18.063651,53.209.246.210,Safari 16.4,iOS 16,Mobile,True
98242,2025-04-30T07:58:13.090928,25.219.184.11,Firefox 113.0.1,Ubuntu 22.04,Desktop,True
91186,2025-04-30T18:52:11.906990,133.89.224.112,Edge 114.0.1823.67,Windows 11,Tablet,True
15037,2025-05-04T15:14:13.120414,149.217.218.116,Chrome 113.0.0,Windows 10,Desktop,True
39566,2025-05-15T15:08:42.004143,212.65.32.37,Safari 15.6,iOS 16,Mobile,True
19835,2025-05-19T10:34:43.253067,57.41.88.149,Safari 15.6,iOS 16,Mobile,True
45390,2025-05-20T12:20:58.469656,192.169.170.179,Safari 16.3,macOS 13,Desktop,True
93777,2025-05-17T19:37:34.457961,115.5.13.37,Edge 114.0.1823.67,Windows 11,Tablet,True
69293,2025-05-25T20:01:38.631696,191.81.222.205,Safari 15.6,iOS 16,Mobile,True
87745,2025-05-04T16:47:12.888294,193.195.122.206,Safari 16.4,iOS 16,Mobile,True
68956,2025-04-30T05:43:40.790227,153.183.115.127,Firefox 113.0.1,Android 13,Mobile,True
87226,2025-05-26T01:26:24.651883,199.41.43.18,Chrome 113.0.0,Android 13,Mobile,True
24905,2025-04-30T10:32:29.425889,198.199.110.164,Chrome 114.0.5735.91,Windows 11,Tablet,True
26195,2025-05-24T03:31:53.006155,94.50.61.83,Safari 16.3,iOS 16,Mobile,True
77901,2025-05-13T10:55:08.824063,215.195.18.103,Edge 113.0.1774.57,Android 13,Mobile,True
97801,2025-04-30T02:18:45.784854,219.28.64.237,Chrome 113.0.0,Windows 11,Desktop,True
37633,2025-05-08T12:27:52.335597,45.184.108.162,Firefox 112.0,Android 13,Tablet,True
27369,2025-05-28T13:44:01.069386,9.160.236.180,Chrome 114.0.5735.91,Android 13,Mobile,True
42707,2025-05-22T23:36:09.427043,131.129.175.225,Safari 16.4,macOS 13,Desktop,True
53842,2025-05-28T13:38:02.779629,201.172.141.123,Chrome 114.0.5735.91,Windows 11,Tablet,True
29465,2025-05-11T19:03:32.424378,160.8.57.107,Firefox 114.0,Android 13,Mobile,True
87981,2025-05-07T19:20:49.986209,91.123.96.31,Firefox 112.0,Windows 11,Tablet,True
57121,2025-04-30T21:04:14.095250,102.59.167.164,Safari 15.6,iOS 16,Mobile,True
32511,2025-05-11T03:07:06.026676,146.247.43.182,Safari 16.4,iOS 16,Mobile,True
85200,2025-05-22T00:46:05.556829,109.99.31.101,Chrome 115.0.5790.98,Windows 11,Desktop,True
83784,2025-05-21T07:41:41.049849,203.165.88.162,Firefox 113.0.1,Android 13,Tablet,True
42037,2025-05-07T23:02:50.846886,201.171.135.214,Chrome 114.0.5735.91,Android 13,Tablet,True
45331,2025-05-02T16:35:27.288179,157.252.34.222,Safari 16.4,macOS 13,Desktop,True
5352,2025-05-25T01:00:01.502762,72.193.5.4,Chrome 113.0.0,Android 13,Mobile,True
98830,2025-05-19T22:03:55.442115,58.238.23.3,Chrome 115.0.5790.98,Android 13,Tablet,True
60761,2025-04-29T21:19:29.811684,86.234.138.119,Chrome 115.0.5790.98,Windows 11,Desktop,True
11624,2025-05-12T05:16:38.744153,159.167.4.76,Safari 16.4,iOS 16,Mobile,True
44264,2025-05-26T20:06:28.946602,82.202.54.90,Safari 16.4,iOS 16,Tablet,True
97471,2025-05-09T16:25:09.585379,205.187.183.213,Firefox 113.0.1,Windows 11,Tablet,True
48477,2025-05-12T04:38:06.983513,130.137.108.101,Chrome 113.0.0,Android 13,Tablet,True
87724,2025-05-02T14:41:35.334098,219.173.242.185,Edge 113.0.1774.57,Windows 11,Tablet,True
68482,2025-05-24T19:03:45.665759,203.52.84.120,Chrome 113.0.0,Windows 11,Tablet,True
68367,2025-05-02T15:44:11.876006,131.128.0.40,Chrome 115.0.5790.98,Ubuntu 22.04,Desktop,True
38233,2025-05-15T06:29:21.393637,75.236.46.29,Edge 113.0.1774.57,Android 13,Tablet,True
27341,2025-05-27T10:56:12.182608,219.96.190.234,Chrome 114.0.5735.91,Android 13,Mobile,True
96744,2025-05-02T03:45:09.609983,89.123.163.167,Safari 15.6,iOS 16,Tablet,True
31864,2025-05-24T06:10:03.682662,187.255.47.94,Firefox 113.0.1,Windows 10,Desktop,True
95799,2025-05-10T07:57:39.929602,189.14.115.74,Edge 114.0.1823.67,Android 13,Mobile,True
5068,2025-05-14T20:27:13.459939,156.225.249.197,Safari 16.3,iOS 16,Mobile,True
47866,2025-05-18T15:20:57.842118,193.49.12.171,Edge 114.0.1823.67,Windows 11,Tablet,True
96560,2025-05-16T01:41:56.409800,203.117.180.155,Chrome 114.0.5735.91,Windows 11,Desktop,True
27885,2025-05-25T23:11:47.835009,204.238.222.93,Safari 16.3,iOS 16,Tablet,True
955,2025-05-28T11:58:14.473294,186.16.243.27,Safari 16.4,iOS 16,Mobile,True
81418,2025-05-28T10:00:40.055189,169.119.15.204,Safari 16.3,iOS 16,Mobile,True
89690,2025-05-11T06:57:59.179103,64.23.136.144,Chrome 115.0.5790.98,Windows 11,Desktop,True
97064,2025-05-02T06:12:30.290579,169.61.53.199,Safari 16.3,iOS 16,Mobile,True
95232,2025-05-12T18:17:51.043827,219.102.99.55,Chrome 114.0.5735.91,Windows 11,Desktop,True
28240,2025-05-10T19:50:06.500359,159.43.163.194,Chrome 115.0.5790.98,Android 13,Mobile,True
17108,2025-05-04T07:19:27.559606,206.209.61.237,Firefox 114.0,Windows 11,Desktop,True
85860,2025-05-19T20:22:03.982956,200.54.144.103,Chrome 113.0.0,Android 13,Tablet,True
1775,2025-05-28T09:20:53.212926,196.152.6.72,Chrome 113.0.0,Android 13,Mobile,True
69066,2025-05-27T02:08:46.845111,199.38.12.44,Chrome 113.0.0,Windows 11,Desktop,True
53639,2025-05-18T16:43:52.694478,140.21.150.141,Safari 16.4,macOS 13,Desktop,True
6081,2025-05-12T02:29:57.135207,101.158.220.149,Safari 16.4,macOS 13,Desktop,True
